"ID","Community","L","R","Win","La1","La2","Li1","Li2","Sa1","Sa2","Si1","Si2","Pa1","Pa2","Pi1","Pi2","diff_L_f","diff_S_f","diff_L_o","diff_S_o","diff_P_o"
34,"Germany","Li1","Si1",1,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,0
34,"Germany","Si1","Pi1",1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,-1,1
34,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
34,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
34,"Germany","Pa2","Sa2",1,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,-1,1
34,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
35,"Germany","Pa1","La1",1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,1
35,"Germany","La1","Si1",1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,1,0
35,"Germany","Pa1","Si1",1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1
35,"Germany","Pa2","La2",1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1
35,"Germany","La2","Si2",1,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,1,1,0
35,"Germany","Pa2","Si2",1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,1
35,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
35,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
35,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
35,"Germany","Sa2","Pi2",1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,1
35,"Germany","Pi2","Li2",1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,1,0,-1
35,"Germany","Sa2","Li2",1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,1,0
35,"Germany","Sa1","La1",1,-1,0,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0
35,"Germany","La1","Li1",1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
35,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
35,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
35,"Germany","Sa2","Li2",1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,1,0
35,"Germany","La2","Li2",1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0
35,"Germany","Sa1","Si1",1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,2,0
35,"Germany","Si1","Pi1",1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,-1,1
35,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
35,"Germany","Si2","Sa2",1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-2,0
35,"Germany","Sa2","Pi2",1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,1
35,"Germany","Si2","Pi2",1,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,-1,1
35,"Germany","La1","Pa1",1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1
35,"Germany","Pa1","Pi1",1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,2
35,"Germany","La1","Pi1",1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1
35,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
35,"Germany","Pa2","Pi2",1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,2
35,"Germany","La2","Pi2",1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1
35,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
35,"Germany","Pi1","Si1",1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,-1
35,"Germany","Li1","Si1",1,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,0
35,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
35,"Germany","Pa2","Sa2",1,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,-1,1
35,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
36,"Germany","Pa1","La1",1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,1
36,"Germany","La1","Si1",1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,1,0
36,"Germany","Pa1","Si1",1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1
36,"Germany","Pa2","La2",1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1
36,"Germany","La2","Si2",1,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,1,1,0
36,"Germany","Pa2","Si2",1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,1
36,"Germany","Pi1","Sa1",1,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,-1,-1
36,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
36,"Germany","Pi1","Li1",1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1
36,"Germany","Li2","Pi2",1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,1
36,"Germany","Pi2","Sa2",1,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,-1
36,"Germany","Li2","Sa2",1,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,-1,-1,0
36,"Germany","Sa1","La1",1,-1,0,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0
36,"Germany","La1","Li1",1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
36,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
36,"Germany","Sa2","La2",1,0,-1,0,0,0,1,0,0,0,0,0,0,-1,1,-1,1,0
36,"Germany","La2","Li2",1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0
36,"Germany","Sa2","Li2",1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,1,0
36,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
36,"Germany","Pi1","Si1",1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,-1
36,"Germany","Sa1","Si1",1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,2,0
36,"Germany","Pi2","Sa2",1,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,-1
36,"Germany","Sa2","Si2",1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,2,0
36,"Germany","Pi2","Si2",1,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,-1
36,"Germany","Pa1","La1",1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,1
36,"Germany","La1","Pi1",1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1
36,"Germany","Pa1","Pi1",1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,2
36,"Germany","Pa2","La2",1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1
36,"Germany","La2","Pi2",1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1
36,"Germany","Pa2","Pi2",1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,2
36,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
36,"Germany","Pi1","Si1",1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,-1
36,"Germany","Li1","Si1",1,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,0
36,"Germany","Pa2","La2",1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1
36,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
36,"Germany","Pa2","Sa2",1,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,-1,1
37,"Germany","La1","Pa1",1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1
37,"Germany","Pa1","Si1",1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1
37,"Germany","La1","Si1",1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,1,0
37,"Germany","Pa2","La2",1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1
37,"Germany","La2","Si2",1,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,1,1,0
37,"Germany","Pa2","Si2",1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,1
37,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
37,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
37,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
37,"Germany","Sa2","Li2",1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,1,0
37,"Germany","Li2","Pi2",1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,1
37,"Germany","Sa2","Pi2",1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,1
37,"Germany","La1","Sa1",1,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,1,-1,0
37,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
37,"Germany","La1","Li1",1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
37,"Germany","La2","Li2",1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0
37,"Germany","Li2","Sa2",1,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,-1,-1,0
37,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
37,"Germany","Si1","Sa1",1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-2,0
37,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
37,"Germany","Si1","Pi1",1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,-1,1
37,"Germany","Sa2","Si2",1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,2,0
37,"Germany","Si2","Pi2",1,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,-1,1
37,"Germany","Sa2","Pi2",1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,1
37,"Germany","La1","Pa1",1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1
37,"Germany","Pa1","Pi1",1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,2
37,"Germany","La1","Pi1",1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1
37,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
37,"Germany","Pa2","Pi2",1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,2
37,"Germany","La2","Pi2",1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1
37,"Germany","Li1","Si1",1,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,0
37,"Germany","Si1","Pi1",1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,-1,1
37,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
37,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
37,"Germany","Pa2","Sa2",1,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,-1,1
37,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
38,"Germany","Pa1","La1",1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,1
38,"Germany","La1","Si1",1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,1,0
38,"Germany","Pa1","Si1",1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1
38,"Germany","Pa2","La2",1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1
38,"Germany","La2","Si2",1,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,1,1,0
38,"Germany","Pa2","Si2",1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,1
38,"Germany","Pi1","Li1",1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1
38,"Germany","Li1","Sa1",1,0,0,1,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,0
38,"Germany","Pi1","Sa1",1,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,-1,-1
38,"Germany","Li2","Pi2",1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,1
38,"Germany","Pi2","Sa2",1,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,-1
38,"Germany","Li2","Sa2",1,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,-1,-1,0
38,"Germany","La1","Li1",1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
38,"Germany","Li1","Sa1",1,0,0,1,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,0
38,"Germany","La1","Sa1",1,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,1,-1,0
38,"Germany","La2","Li2",1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0
38,"Germany","Li2","Sa2",1,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,-1,-1,0
38,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
38,"Germany","Si1","Pi1",1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,-1,1
38,"Germany","Pi1","Sa1",1,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,-1,-1
38,"Germany","Si1","Sa1",1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-2,0
38,"Germany","Si2","Pi2",1,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,-1,1
38,"Germany","Pi2","Sa2",1,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,-1
38,"Germany","Si2","Sa2",1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-2,0
38,"Germany","Pa1","La1",1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,1
38,"Germany","La1","Pi1",1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1
38,"Germany","Pa1","Pi1",1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,2
38,"Germany","Pa2","La2",1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1
38,"Germany","La2","Pi2",1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1
38,"Germany","Pa2","Pi2",1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,2
38,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
38,"Germany","Pi1","Si1",1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,-1
38,"Germany","Li1","Si1",1,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,0
38,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
38,"Germany","Pa2","Sa2",1,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,-1,1
38,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
39,"Germany","La1","Pa1",1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1
39,"Germany","Pa1","Si1",1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1
39,"Germany","La1","Si1",1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,1,0
39,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
39,"Germany","Pa2","Si2",1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,1
39,"Germany","La2","Si2",1,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,1,1,0
39,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
39,"Germany","Pi1","Sa1",1,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,-1,-1
39,"Germany","Li1","Sa1",1,0,0,1,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,0
39,"Germany","Pi2","Li2",1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,1,0,-1
39,"Germany","Li2","Sa2",1,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,-1,-1,0
39,"Germany","Pi2","Sa2",1,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,-1
39,"Germany","La1","Sa1",1,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,1,-1,0
39,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
39,"Germany","La1","Li1",1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
39,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
39,"Germany","Sa2","Li2",1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,1,0
39,"Germany","La2","Li2",1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0
39,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
39,"Germany","Pi1","Si1",1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,-1
39,"Germany","Sa1","Si1",1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,2,0
39,"Germany","Pi2","Si2",1,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,-1
39,"Germany","Si2","Sa2",1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-2,0
39,"Germany","Pi2","Sa2",1,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,-1
39,"Germany","La1","Pi1",1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1
39,"Germany","Pi1","Pa1",1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-2
39,"Germany","La1","Pa1",1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1
39,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
39,"Germany","Pa2","Pi2",1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,2
39,"Germany","La2","Pi2",1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1
39,"Germany","Pi1","Li1",1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1
39,"Germany","Li1","Si1",1,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,0
39,"Germany","Pi1","Si1",1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,-1
39,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
39,"Germany","Pa2","Sa2",1,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,-1,1
39,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
40,"Germany","La1","Pa1",1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1
40,"Germany","Pa1","Si1",1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1
40,"Germany","La1","Si1",1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,1,0
40,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
40,"Germany","Pa2","Si2",1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,1
40,"Germany","La2","Si2",1,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,1,1,0
40,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
40,"Germany","Pi1","Li1",1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1
40,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
40,"Germany","Sa2","Li2",1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,1,0
40,"Germany","Li2","Pi2",1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,1
40,"Germany","Sa2","Pi2",1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,1
40,"Germany","La1","Sa1",1,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,1,-1,0
40,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
40,"Germany","La1","Li1",1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
40,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
40,"Germany","Sa2","Li2",1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,1,0
40,"Germany","La2","Li2",1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0
40,"Germany","Sa1","Si1",1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,2,0
40,"Germany","Si1","Pi1",1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,-1,1
40,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
40,"Germany","Si2","Sa2",1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-2,0
40,"Germany","Sa2","Pi2",1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,1
40,"Germany","Si2","Pi2",1,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,-1,1
40,"Germany","La1","Pa1",1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1
40,"Germany","Pa1","Pi1",1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,2
40,"Germany","La1","Pi1",1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1
40,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
40,"Germany","Pa2","Pi2",1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,2
40,"Germany","La2","Pi2",1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1
40,"Germany","Li1","Si1",1,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,0
40,"Germany","Si1","Pi1",1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,-1,1
40,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
40,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
40,"Germany","Pa2","Sa2",1,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,-1,1
40,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
41,"Germany","La1","Pa1",1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1
41,"Germany","Pa1","Si1",1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,1
41,"Germany","La1","Si1",1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,1,0
41,"Germany","Pa2","La2",1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1
41,"Germany","La2","Si2",1,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,1,1,0
41,"Germany","Pa2","Si2",1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,1
41,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
41,"Germany","Pi1","Li1",1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1
41,"Germany","Sa1","Li1",1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0
41,"Germany","Sa2","Li2",1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,1,0
41,"Germany","Li2","Pi2",1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,1
41,"Germany","Sa2","Pi2",1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,1
41,"Germany","Li1","La1",1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0
41,"Germany","La1","Sa1",1,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,1,-1,0
41,"Germany","Li1","Sa1",1,0,0,1,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,0
41,"Germany","La2","Li2",1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0
41,"Germany","Li2","Sa2",1,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,-1,-1,0
41,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
41,"Germany","Sa1","Pi1",1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1,1
41,"Germany","Pi1","Si1",1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,-1
41,"Germany","Sa1","Si1",1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,2,0
41,"Germany","Sa2","Pi2",1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,1
41,"Germany","Pi2","Si2",1,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,-1
41,"Germany","Sa2","Si2",1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,2,0
41,"Germany","Pa1","La1",1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,1
41,"Germany","La1","Pi1",1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1
41,"Germany","Pa1","Pi1",1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,2
41,"Germany","Pa2","La2",1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1
41,"Germany","La2","Pi2",1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1
41,"Germany","Pa2","Pi2",1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,2
41,"Germany","Li1","Pi1",1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1
41,"Germany","Pi1","Si1",1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,-1
41,"Germany","Li1","Si1",1,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,0
41,"Germany","La2","Pa2",1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1
41,"Germany","Pa2","Sa2",1,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,-1,1
41,"Germany","La2","Sa2",1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0
